target_id	length	eff_length	est_counts	tpm
ENST00000378538	1403	1231.24	41.484	1.45471
ENST00000533030	661	489.245	8.51602	0.751536
ENST00000533968	1290	1118.24	0	0
ENST00000332435	864	692.245	18.1265	1.13056
ENST00000359374	743	571.245	0	0
ENST00000376782	736	564.245	0	0
ENST00000376785	754	582.245	54.5519	4.04523
ENST00000358117	2405	2233.24	0	0
ENST00000448418	5591	5419.24	0	0
ENST00000528686	497	325.245	0	0
ENST00000183605	3520	3348.24	0	0
ENST00000343735	3434	3262.24	0	0
ENST00000312938	6020	5848.24	0	0
ENST00000461821	2115	1943.24	0	0
ENST00000340660	1205	1033.24	0	0
ENST00000393287	6770	6598.24	1084.31	7.09519
ENST00000429774	6713	6541.24	2.1717e-07	1.43344e-09
ENST00000502250	1259	1087.24	0	0
ENST00000503767	1315	1143.24	477.506	18.0334
ENST00000506466	637	465.245	0	0
ENST00000526872	597	425.245	1544.59	156.824
ENST00000532032	1191	1019.24	0	0
ENST00000545170	6950	6778.24	0.533345	0.00339727
ENST00000553491	857	685.245	12.902	0.812927
ENST00000554592	1010	838.245	126.775	6.52983
ENST00000554672	759	587.245	0	0
ENST00000555381	803	631.245	0	0
ENST00000556220	692	520.245	0	0
ENST00000557311	562	390.245	0	0
ENST00000558190	26812	26640.2	1.3402	0.00217206
ENST00000617719	1074	902.245	0	0
ENST00000620536	1044	872.245	0	0
ENST00000621269	936	764.245	84.4678	4.77197
ENST00000163416	2969	2797.24	275	4.24464
ENST00000554700	759	587.245	0	0
ENST00000336553	2593	2421.24	0	0
ENST00000346997	2472	2300.24	0	0
ENST00000351936	2478	2306.24	0	0
ENST00000356226	3547	3375.24	0	0
ENST00000357555	3690	3518.24	8.60484	0.105598
ENST00000358487	4255	4083.24	0	0
ENST00000359354	1680	1508.24	0	0
ENST00000360144	3001	2829.24	3.52571	0.0538042
ENST00000369056	2650	2478.24	0	0
ENST00000369058	2727	2555.24	525.121	8.87291
ENST00000369059	3003	2831.24	0	0
ENST00000369060	3244	3072.24	0	0
ENST00000369061	3803	3631.24	24212.8	287.891
ENST00000429361	1138	966.245	140.088	6.2597
ENST00000457416	3061	2889.24	4573.69	68.3474
ENST00000478859	3990	3818.24	0	0
ENST00000611527	435	263.245	1.20493	0.197625
ENST00000613048	4369	4197.24	3.29126e-05	3.38561e-07
ENST00000613324	579	407.245	0	0
ENST00000370952	2884	2712.24	0	0
ENST00000173527	1940	1768.24	0	0
ENST00000514194	581	409.245	0	0
ENST00000262233	4535	4363.24	0	0
ENST00000327921	3715	3543.24	0	0
ENST00000334192	4064	3892.24	0	0
ENST00000553720	501	329.245	26.1198	3.42524
ENST00000554386	546	374.245	0	0
ENST00000554479	1277	1105.24	0	0
ENST00000555145	553	381.245	1.07537	0.121785
ENST00000556199	584	412.245	0	0
ENST00000556714	964	792.245	0	0
ENST00000556835	568	396.245	0	0
ENST00000556947	539	367.245	24.8048	2.91621
ENST00000557741	406	234.245	0	0
ENST00000334379	1949	1777.24	0	0
ENST00000368332	1889	1717.24	0	0
ENST00000444121	617	445.245	0	0
ENST00000446681	657	485.245	0	0
ENST00000453993	393	221.245	12	2.34179
ENST00000466316	729	557.245	0	0
ENST00000473273	258	86.4783	0	0
ENST00000381337	4122	3950.24	0	0
ENST00000396083	2624	2452.24	138	2.42971
ENST00000374885	786	614.245	0	0
ENST00000374886	710	538.245	0	0
ENST00000395067	1362	1190.24	0	0
ENST00000398977	780	608.245	0	0
ENST00000613183	1755	1583.24	0	0
ENST00000622639	1748	1576.24	0	0
ENST00000315264	6714	6542.24	18232.3	120.324
ENST00000423312	5649	5477.24	63.697	0.502107
ENST00000359933	13684	13512.2	0	0
ENST00000262215	7225	7053.24	0	0
ENST00000518230	2718	2546.24	0	0
ENST00000518789	750	578.245	0	0
ENST00000519436	571	399.245	0	0
ENST00000520381	5876	5704.24	0	0
ENST00000329697	2935	2763.24	0	0
ENST00000414188	2740	2568.24	2.41002	0.0405157
ENST00000565232	2322	2150.24	441.065	8.85634
ENST00000565322	1834	1662.24	0	0
ENST00000566384	561	389.245	0	0
ENST00000567001	1988	1816.24	0	0
ENST00000567288	883	711.245	0	0
ENST00000568098	405	233.245	24.3806	4.51307
ENST00000568882	545	373.245	0	0
ENST00000569163	592	420.245	18.8929	1.94105
ENST00000569344	556	384.245	0	0
ENST00000377838	4597	4425.24	0	0
ENST00000429442	4421	4249.24	0	0
ENST00000518191	594	422.245	0	0
ENST00000520214	4294	4122.24	0	0
ENST00000520356	4273	4101.24	0	0
ENST00000520727	4686	4514.24	0	0
ENST00000521673	752	580.245	0	0
ENST00000522257	684	512.245	0	0
ENST00000523399	3734	3562.24	0	0
ENST00000262146	2640	2468.24	0	0
ENST00000458689	2500	2328.24	0	0
ENST00000518800	2393	2221.24	0	0
ENST00000521247	798	626.245	0	0
ENST00000527155	679	507.245	0	0
ENST00000317296	4198	4026.24	3664.54	39.2969
ENST00000394018	4163	3991.24	2524.2	27.3058
ENST00000412190	920	748.245	0	0
ENST00000416412	605	433.245	28.591	2.84929
ENST00000422690	534	362.245	2.37781	0.283409
ENST00000426455	4450	4278.24	0	0
ENST00000439782	699	527.245	465.936	38.1551
ENST00000615138	4380	4208.24	6.2006e-07	6.36168e-09
ENST00000620100	4203	4031.24	46.3572	0.496498
ENST00000262093	3853	3681.24	0	0
ENST00000382873	2526	2354.24	0	0
ENST00000585747	564	392.245	0	0
ENST00000591215	590	418.245	63	6.50353
ENST00000591977	544	372.245	0	0
ENST00000592699	1049	877.245	0	0
ENST00000356056	12411	12239.2	3.22871	0.0113897
ENST00000424560	4008	3836.24	0.1006	0.00113222
ENST00000444904	7749	7577.24	0	0
ENST00000561618	4784	4612.24	131.042	1.22669
ENST00000564571	8111	7939.24	0	0
ENST00000564931	564	392.245	1124.45	123.772
ENST00000566885	5111	4939.24	0	0
ENST00000568042	1922	1750.24	4176.74	103.033
ENST00000568481	582	410.245	0	0
ENST00000569314	560	388.245	148.436	16.5072
ENST00000336079	4445	4273.24	0	0
ENST00000360160	2709	2537.24	12.7824	0.217515
ENST00000440554	792	620.245	1451.22	101.02
ENST00000454054	1049	877.245	0	0
ENST00000381072	1698	1526.24	887.371	25.1027
ENST00000381075	2769	2597.24	564.225	9.37948
ENST00000381125	2654	2482.24	0	0
ENST00000407806	705	533.245	0	0
ENST00000413079	496	324.245	0	0
ENST00000415005	1140	968.245	0	0
ENST00000433193	453	281.245	0	0
ENST00000468050	425	253.245	149.404	25.4719
ENST00000607886	432	260.245	0	0
ENST00000381344	2301	2129.24	0	0
ENST00000427898	441	269.245	301	48.2679
ENST00000429642	1017	845.245	0	0
ENST00000264052	3882	3710.24	0	0
ENST00000340126	2926	2754.24	0	0
ENST00000409112	2198	2026.24	0	0
ENST00000409341	1898	1726.24	0	0
ENST00000409824	1802	1630.24	0	0
ENST00000409897	2037	1865.24	0	0
ENST00000413284	377	205.245	0	0
ENST00000427101	1922	1750.24	0	0
ENST00000431952	1922	1750.24	25	0.616709
ENST00000432979	654	482.245	0	0
ENST00000452345	580	408.245	0	0
ENST00000469435	2169	1997.24	0	0
ENST00000497571	4656	4484.24	860.262	8.28286
ENST00000542957	4537	4365.24	11866.7	117.371
ENST00000264775	1550	1378.24	1526.01	47.8047
ENST00000307259	1597	1425.24	192.586	5.8341
ENST00000261908	7088	6916.24	0	0
ENST00000339362	7342	7170.24	0	0
ENST00000558964	4441	4269.24	0	0
ENST00000560262	4315	4143.24	12	0.125049
ENST00000560328	5895	5723.24	0	0
ENST00000262213	2785	2613.24	0	0
ENST00000518678	535	363.245	0	0
ENST00000521425	3394	3222.24	0	0
ENST00000339490	6121	5949.24	12005.9	87.1306
ENST00000373539	4476	4304.24	40.1157	0.402399
ENST00000373542	6020	5848.24	23.0255	0.16999
ENST00000373545	6173	6001.24	0	0
ENST00000541944	5944	5772.24	0	0
ENST00000162749	2223	2051.24	0	0
ENST00000366159	1339	1167.24	0	0
ENST00000440083	1034	862.245	15.8973	0.796033
ENST00000536194	581	409.245	12.516	1.32045
ENST00000539372	1063	891.245	17333.3	839.699
ENST00000540022	1527	1355.24	6.26992	0.199748
ENST00000344140	1889	1717.24	0	0
ENST00000394303	3742	3570.24	0	0
ENST00000394310	1753	1581.24	0	0
ENST00000622445	3722	3550.24	0	0
ENST00000370331	7403	7231.24	0	0
ENST00000540033	7436	7264.24	0	0
ENST00000316900	2169	1997.24	575.549	12.442
ENST00000316911	1891	1719.24	0	0
ENST00000359750	984	812.245	0	0
ENST00000541638	6336	6164.24	1.31757	0.00922856
ENST00000561656	1833	1661.24	1.19598e-08	3.10834e-10
ENST00000562453	539	367.245	85.1331	10.0088
ENST00000564777	1849	1677.24	0	0
ENST00000565240	614	442.245	0	0
ENST00000566081	512	340.245	0	0
ENST00000319622	2717	2545.24	0	0
ENST00000335181	2318	2146.24	0	0
ENST00000389093	2279	2107.24	0	0
ENST00000449901	2526	2354.24	0	0
ENST00000561609	1568	1396.24	0	0
ENST00000562997	582	410.245	0	0
ENST00000564178	554	382.245	0	0
ENST00000565154	2004	1832.24	0	0
ENST00000565184	2503	2331.24	0	0
ENST00000566809	560	388.245	0	0
ENST00000567087	550	378.245	0	0
ENST00000568459	1806	1634.24	0	0
ENST00000568883	1863	1691.24	0	0
ENST00000569050	457	285.245	0	0
ENST00000251636	4502	4330.24	7.06692e-06	7.04623e-08
ENST00000508346	479	307.245	9.20877	1.29407
ENST00000621106	4450	4278.24	52.7912	0.532764
ENST00000436063	5897	5725.24	1224.05	9.23089
ENST00000528680	499	327.245	4.03564	0.532451
ENST00000381920	4984	4812.24	0	0
ENST00000561758	1312	1140.24	0	0
ENST00000562151	520	348.245	0	0
ENST00000562973	586	414.245	0	0
ENST00000563958	614	442.245	2.01679	0.196897
ENST00000564554	550	378.245	100.983	11.527
ENST00000263801	6346	6174.24	0	0
ENST00000382039	6015	5843.24	0	0
ENST00000382044	10384	10212.2	67.2466	0.284307
ENST00000413546	3143	2971.24	3.20369e-05	4.65534e-07
ENST00000434595	446	274.245	0	0
ENST00000450115	6179	6007.24	9524.55	68.4555
ENST00000467474	556	384.245	0	0
ENST00000173898	4647	4475.24	0	0
ENST00000319167	2326	2154.24	1.65438	0.0331573
ENST00000375022	2306	2134.24	0.00159193	3.22046e-05
ENST00000375041	3488	3316.24	0	0
ENST00000399736	1115	943.245	106.826	4.88981
ENST00000411534	1196	1024.24	0	0
ENST00000416704	594	422.245	0	0
ENST00000420798	3613	3441.24	0	0
ENST00000427099	562	390.245	0	0
ENST00000430420	868	696.245	0	0
ENST00000431115	405	233.245	1547.61	286.476
ENST00000440072	599	427.245	0	0
ENST00000440759	672	500.245	0	0
ENST00000442098	626	454.245	0	0
ENST00000449980	578	406.245	0	0
ENST00000452830	976	804.245	0	0
ENST00000453081	722	550.245	0	0
ENST00000622017	1403	1231.24	0	0
ENST00000366932	7771	7599.24	7.02553	0.0399161
ENST00000418115	2031	1859.24	0	0
ENST00000422781	961	789.245	0	0
ENST00000445425	633	461.245	0	0
ENST00000454011	889	717.245	0	0
ENST00000262415	5558	5386.24	0	0
ENST00000540306	3809	3637.24	0	0
ENST00000587574	492	320.245	210	28.3124
ENST00000589898	739	567.245	0	0
ENST00000605777	235	65.2267	0	0
ENST00000378567	2326	2154.24	0	0
ENST00000400920	2009	1837.24	71.9478	1.69079
ENST00000400921	2294	2122.24	3.98015	0.0809735
ENST00000461106	1916	1744.24	0	0
ENST00000461465	480	308.245	0	0
ENST00000466352	564	392.245	0	0
ENST00000468310	690	518.245	1.16767	0.09728
ENST00000470511	567	395.245	0	0
ENST00000470596	788	616.245	0	0
ENST00000470986	706	534.245	2697.71	218.019
ENST00000471018	716	544.245	0	0
ENST00000482686	614	442.245	0	0
ENST00000486681	966	794.245	6800.72	369.692
ENST00000495347	698	526.245	0	0
ENST00000496325	563	391.245	0	0
ENST00000497183	763	591.245	4.46599	0.326129
ENST00000503297	468	296.245	0	0
ENST00000155093	5239	5067.24	0	0
ENST00000383052	5113	4941.24	0	0
ENST00000443793	567	395.245	0	0
ENST00000449237	3464	3292.24	0	0
ENST00000625061	2273	2101.24	0	0
ENST00000366922	3560	3388.24	0	0
ENST00000261205	4808	4636.24	0	0
ENST00000393240	3095	2923.24	0	0
ENST00000446242	762	590.245	0	0
ENST00000457153	4592	4420.24	3519	34.3726
ENST00000547046	506	334.245	0	0
ENST00000549671	710	538.245	0	0
ENST00000551304	579	407.245	0	0
ENST00000552074	702	530.245	0	0
ENST00000552624	726	554.245	0	0
ENST00000552744	2718	2546.24	0	0
ENST00000397909	9821	9649.24	0	0
ENST00000536525	7386	7214.24	0	0
ENST00000549464	2595	2423.24	13	0.231625
ENST00000550503	698	526.245	0	0
ENST00000550788	2398	2226.24	0	0
ENST00000551162	1226	1054.24	301	12.3272
ENST00000552895	6266	6094.24	0	0
ENST00000217901	1485	1313.24	0	0
ENST00000370092	1712	1540.24	0	0
ENST00000370093	1662	1490.24	0	0
ENST00000427365	1526	1354.24	0	0
ENST00000444338	597	425.245	0	0
ENST00000444450	888	716.245	0	0
ENST00000454076	739	567.245	2	0.152229
ENST00000619865	1339	1167.24	0	0
ENST00000322048	1735	1563.24	9666.5	266.982
ENST00000586153	457	285.245	1.33742	0.202437
ENST00000586504	651	479.245	9.15795	0.82505
ENST00000587711	570	398.245	0	0
ENST00000591392	811	639.245	0	0
ENST00000592019	371	199.245	0	0
ENST00000164640	3689	3517.24	0	0
ENST00000393758	3763	3591.24	0	0
ENST00000544474	3418	3246.24	0	0
ENST00000263519	6420	6248.24	2.91974	0.0201755
ENST00000349466	4280	4108.24	209.424	2.20094
ENST00000359149	4234	4062.24	1429.66	15.1951
ENST00000370186	6742	6570.24	0	0
ENST00000393842	4064	3892.24	0	0
ENST00000399799	9484	9312.24	0	0
ENST00000578051	584	412.245	0	0
ENST00000290858	3136	2964.24	0	0
ENST00000412916	2971	2799.24	0	0
ENST00000561924	584	412.245	0	0
ENST00000563939	545	373.245	0	0
ENST00000564034	509	337.245	0	0
ENST00000565389	846	674.245	0	0
ENST00000379162	1809	1637.24	0	0
ENST00000441463	1921	1749.24	0	0
ENST00000357750	2055	1883.24	0	0
ENST00000395139	2136	1964.24	0	0
ENST00000415028	301	129.245	0	0
ENST00000424190	550	378.245	0	0
ENST00000426286	357	185.245	0	0
ENST00000428028	571	399.245	0	0
ENST00000442581	2318	2146.24	0	0
ENST00000447092	4054	3882.24	0	0
ENST00000458018	745	573.245	0	0
ENST00000345617	8976	8804.24	94364.2	462.759
ENST00000430200	578	406.245	0	0
ENST00000445704	445	273.245	0	0
ENST00000446876	554	382.245	4.393	0.496202
ENST00000454542	565	393.245	9.1402	1.00353
ENST00000543185	8990	8818.24	231.22	1.13209
ENST00000544989	342	170.245	0	0
ENST00000327761	1757	1585.24	0	0
ENST00000357043	1864	1692.24	540	13.7775
ENST00000359365	1923	1751.24	0	0
ENST00000395126	1657	1485.24	0	0
ENST00000616212	1842	1670.24	0	0
ENST00000260795	4132	3960.24	1420.52	15.4869
ENST00000340107	4293	4121.24	0	0
ENST00000352904	3733	3561.24	0	0
ENST00000412135	3951	3779.24	0.129749	0.00148231
ENST00000440486	4287	4115.24	0.000151038	1.58464e-06
ENST00000481110	4217	4045.24	2324.35	24.8082
ENST00000507588	336	164.245	0	0
ENST00000613647	4438	4266.24	0	0
ENST00000415816	1241	1069.24	0	0
ENST00000438323	1232	1060.24	0	0
ENST00000184956	3932	3760.24	0	0
ENST00000585976	3288	3116.24	0	0
ENST00000593097	648	476.245	0	0
ENST00000593228	550	378.245	0	0
ENST00000613428	3287	3115.24	0	0
ENST00000393818	2458	2286.24	0	0
ENST00000421097	2071	1899.24	0	0
ENST00000585811	625	453.245	0	0
ENST00000585909	570	398.245	0	0
ENST00000586771	742	570.245	74	5.60286
ENST00000587157	551	379.245	13	1.48
ENST00000587214	539	367.245	0	0
ENST00000587858	569	397.245	0	0
ENST00000590958	1976	1804.24	0	0
ENST00000591779	994	822.245	0	0
ENST00000293349	2987	2815.24	24.6889	0.378639
ENST00000587627	1047	875.245	0	0
ENST00000591022	2983	2811.24	2708.31	41.5948
ENST00000338042	5464	5292.24	0	0
ENST00000354410	5824	5652.24	0	0
ENST00000449277	5182	5010.24	0	0
ENST00000557785	2854	2682.24	0	0
ENST00000557942	5413	5241.24	0	0
ENST00000558049	565	393.245	0	0
ENST00000558812	2186	2014.24	0	0
ENST00000559903	574	402.245	0	0
ENST00000560493	732	560.245	0	0
ENST00000156084	2740	2568.24	0	0
ENST00000376488	2692	2520.24	0	0
ENST00000396743	2682	2510.24	0	0
ENST00000428668	1493	1321.24	327.999	10.7183
ENST00000455452	2077	1905.24	0	0
ENST00000610466	2487	2315.24	59.0014	1.10028
ENST00000315869	3415	3243.24	2128	28.329
ENST00000376771	4042	3870.24	49545.7	552.722
ENST00000418627	691	519.245	6.30213	0.524028
ENST00000340800	5333	5161.24	0	0
ENST00000348502	5032	4860.24	0	0
ENST00000469796	5225	5053.24	0	0
ENST00000469857	506	334.245	0	0
ENST00000502391	802	630.245	0	0
ENST00000504980	573	401.245	0	0
ENST00000505855	587	415.245	0	0
ENST00000508092	637	465.245	0	0
ENST00000342652	832	660.245	0.00843957	0.000551893
ENST00000368593	1432	1260.24	148.41	5.0845
ENST00000368594	2967	2795.24	2616.33	40.4122
ENST00000423490	416	244.245	0	0
ENST00000445580	610	438.245	0	0
ENST00000156109	1742	1570.24	0	0
ENST00000376423	3031	2859.24	0	0
ENST00000593475	2908	2736.24	0	0
ENST00000611705	553	381.245	0	0
ENST00000617369	531	359.245	1.43268	0.172186
ENST00000619107	904	732.245	0	0
ENST00000622231	367	195.245	0	0
ENST00000622599	2881	2709.24	3160.57	50.3681
ENST00000019019	1986	1814.24	8881.36	211.36
ENST00000348411	1892	1720.24	0.000596708	1.49765e-05
ENST00000396894	1669	1497.24	8.63752	0.249078
ENST00000262293	2332	2160.24	0	0
ENST00000577457	199	54.6251	1	0.7904
ENST00000578777	860	688.245	5.63582	0.353552
ENST00000582004	232	63.5009	261.945	178.102
ENST00000582995	536	364.245	0	0
ENST00000614081	1623	1451.24	1.64193	0.0488487
ENST00000165698	3857	3685.24	0	0
ENST00000428491	546	374.245	0	0
ENST00000437769	440	268.245	0	0
ENST00000453231	578	406.245	188	19.9806
ENST00000489855	958	786.245	0	0
ENST00000535845	3778	3606.24	0	0
ENST00000538924	3735	3563.24	0	0
ENST00000541910	3616	3444.24	0	0
ENST00000375630	8768	8596.24	0	0
ENST00000375645	8795	8623.24	0	0
ENST00000415301	550	378.245	0	0
ENST00000418678	3163	2991.24	0	0
ENST00000419631	2446	2274.24	0	0
ENST00000487903	8858	8686.24	0	0
ENST00000610419	885	713.245	0	0
ENST00000263857	12749	12577.2	0	0
ENST00000409681	6454	6282.24	25	0.171816
ENST00000175091	1765	1593.24	0	0
ENST00000319190	5157	4985.24	0	0
ENST00000394850	4306	4134.24	0	0
ENST00000409245	3033	2861.24	62	0.935569
ENST00000328631	1775	1603.24	936.886	25.2305
ENST00000340879	1185	1013.24	0	0
ENST00000412850	543	371.245	0	0
ENST00000413298	792	620.245	0	0
ENST00000413654	553	381.245	0	0
ENST00000417896	1124	952.245	1565.48	70.9804
ENST00000424035	568	396.245	0	0
ENST00000431721	2174	2002.24	0	0
ENST00000432678	1309	1137.24	0	0
ENST00000434860	560	388.245	0	0
ENST00000437427	576	404.245	1854.58	198.08
ENST00000440424	537	365.245	1.90049	0.224657
ENST00000443853	579	407.245	0	0
ENST00000443964	973	801.245	0	0
ENST00000446860	1565	1393.24	414.151	12.8342
ENST00000449563	580	408.245	0	0
ENST00000449610	1673	1501.24	0	0
ENST00000450045	689	517.245	0	0
ENST00000453202	571	399.245	0	0
ENST00000454335	631	459.245	0	0
ENST00000455545	539	367.245	0	0
ENST00000309827	3765	3593.24	9838.32	118.215
ENST00000394751	3622	3450.24	0	0
ENST00000394754	3824	3652.24	0	0
ENST00000402114	3790	3618.24	0	0
ENST00000405008	3821	3649.24	0	0
ENST00000263736	3681	3509.24	0	0
ENST00000381103	3360	3188.24	0	0
ENST00000401507	2539	2367.24	0	0
ENST00000407818	2315	2143.24	0	0
ENST00000506857	2219	2047.24	0	0
ENST00000512006	392	220.245	0	0
ENST00000512541	549	377.245	0	0
ENST00000514082	874	702.245	0	0
ENST00000354024	2310	2138.24	4853.12	97.9947
ENST00000377485	429	257.245	206.879	34.7223
ENST00000377486	667	495.245	0	0
ENST00000377487	642	470.245	333.059	30.58
ENST00000377489	583	411.245	1255.98	131.862
ENST00000377494	2983	2811.24	0	0
ENST00000377497	2221	2049.24	0	0
ENST00000394428	444	272.245	2.96039	0.469493
ENST00000394429	453	281.245	148.008	22.7217
ENST00000394430	2174	2002.24	0	0
ENST00000394432	2304	2132.24	0	0
ENST00000419843	400	228.245	0	0
ENST00000430645	598	426.245	0	0
ENST00000431822	935	763.245	0	0
ENST00000404125	7099	6927.24	2760	17.2023
ENST00000326448	4306	4134.24	0	0
ENST00000465537	860	688.245	0	0
ENST00000468218	567	395.245	0	0
ENST00000475677	529	357.245	25	3.02144
ENST00000478370	579	407.245	0	0
ENST00000478536	542	370.245	0	0
ENST00000483325	554	382.245	0	0
ENST00000483465	4044	3872.24	0	0
ENST00000486856	539	367.245	0	0
ENST00000489004	610	438.245	0	0
ENST00000496589	3073	2901.24	0	0
ENST00000498409	719	547.245	0	0
ENST00000249396	2070	1898.24	0	0
ENST00000358931	1912	1740.24	65.7991	1.63248
ENST00000381766	848	676.245	3163.91	202.004
ENST00000392081	2062	1890.24	0	0
ENST00000407552	890	718.245	3.43225	0.206322
ENST00000414941	1251	1079.24	27.9917	1.11982
ENST00000437828	555	383.245	146.868	16.5459
ENST00000447739	578	406.245	0	0
ENST00000613542	1170	998.245	0	0
ENST00000185150	2433	2261.24	5466.1	104.368
ENST00000378239	2271	2099.24	0	0
ENST00000405123	1756	1584.24	452.904	12.3431
ENST00000164133	2745	2573.24	0	0
ENST00000526559	887	715.245	0	0
ENST00000532850	786	614.245	0	0
ENST00000164139	3198	3026.24	0	0
ENST00000377432	2611	2439.24	0	0
ENST00000376150	665	493.245	0	0
ENST00000265340	2406	2234.24	0	0
ENST00000502676	666	494.245	1277.61	111.608
ENST00000503586	624	452.245	6.48424	0.619049
ENST00000506438	1305	1133.24	0	0
ENST00000507253	587	415.245	107.906	11.2197
ENST00000352189	2241	2069.24	997.406	20.8113
ENST00000378459	2406	2234.24	0	0
ENST00000502753	2424	2252.24	0	0
ENST00000513104	2987	2815.24	11306.6	173.402
ENST00000261569	7664	7492.24	0	0
ENST00000403625	10711	10539.2	3700.86	15.1612
ENST00000403666	7586	7414.24	913.843	5.32162
ENST00000405643	7713	7541.24	0	0
ENST00000406039	717	545.245	0	0
ENST00000406374	1066	894.245	2553.91	123.307
ENST00000407621	559	387.245	0	0
ENST00000411628	289	117.245	99	36.457
ENST00000432426	438	266.245	212	34.3791
ENST00000432817	458	286.245	0	0
ENST00000434115	280	108.245	157.598	62.8612
ENST00000436277	582	410.245	0	0
ENST00000443808	5273	5101.24	646.94	5.47554
ENST00000450827	272	100.245	0	0
ENST00000452953	507	335.245	0	0
ENST00000490016	1950	1778.24	0	0
ENST00000265417	5668	5496.24	0	0
ENST00000283296	5810	5638.24	0	0
ENST00000392650	10723	10551.2	458.453	1.87599
ENST00000424778	4638	4466.24	4471.55	43.2269
ENST00000175238	3367	3195.24	0	0
ENST00000380789	3358	3186.24	0	0
ENST00000441335	1417	1245.24	0	0
ENST00000520720	1870	1698.24	3816	97.0169
ENST00000261396	5207	5035.24	25	0.214367
ENST00000367142	6496	6324.24	0	0
ENST00000299138	6790	6618.24	0	0
ENST00000317089	3122	2950.24	0	0
ENST00000617000	1885	1713.24	0	0
ENST00000164227	2038	1866.24	0	0
ENST00000444487	923	751.245	239	13.7359
ENST00000164247	4273	4101.24	1507.77	15.873
ENST00000341524	4207	4035.24	0.00012701	1.35896e-06
ENST00000352527	4165	3993.24	7388.39	79.8846
ENST00000378083	4142	3970.24	0	0
ENST00000378092	1202	1030.24	0	0
ENST00000378097	4201	4029.24	148.08	1.58676
ENST00000378111	822	650.245	49.8955	3.31302
ENST00000389632	959	787.245	0	0
ENST00000428161	961	789.245	0	0
ENST00000445501	486	314.245	0	0
ENST00000458166	1336	1164.24	0	0
ENST00000462676	683	511.245	0	0
ENST00000472700	536	364.245	0	0
ENST00000602612	2396	2224.24	0	0
ENST00000261200	8293	8121.24	0	0
ENST00000261201	4650	4478.24	0	0
ENST00000326684	1693	1521.24	0	0
ENST00000538350	2672	2500.24	0	0
ENST00000544039	3531	3359.24	0	0
ENST00000621589	450	278.245	0	0
ENST00000265643	818	646.245	0	0
ENST00000261339	465	293.245	261.13	38.4473
ENST00000261340	935	763.245	0	0
ENST00000290855	5279	5107.24	15.8838	0.134278
ENST00000430909	850	678.245	0	0
ENST00000460309	761	589.245	0	0
ENST00000466035	778	606.245	0	0
ENST00000543300	399	227.245	0	0
ENST00000544322	389	217.245	0	0
ENST00000545918	288	116.245	0	0
ENST00000378045	1196	1024.24	0	0
ENST00000378069	2566	2394.24	0	0
ENST00000261523	1951	1779.24	0	0
ENST00000309157	1908	1736.24	0	0
ENST00000335670	10844	10672.2	0	0
ENST00000449337	1701	1529.24	0	0
ENST00000558904	492	320.245	0	0
ENST00000559343	577	405.245	0	0
ENST00000176183	1375	1203.24	0	0
ENST00000212355	6465	6293.24	0	0
ENST00000370399	4550	4378.24	0	0
ENST00000417833	551	379.245	0	0
ENST00000465892	2908	2736.24	0	0
ENST00000525962	3927	3755.24	0	0
ENST00000370378	4556	4384.24	0	0
ENST00000438167	1000	828.245	0	0
ENST00000377834	4262	4090.24	2.58034	0.0272375
ENST00000377836	507	335.245	0	0
ENST00000377837	1222	1050.24	0	0
ENST00000487437	968	796.245	1296.2	70.2851
ENST00000489730	730	558.245	1.22463	0.0947151
ENST00000286371	1811	1639.24	2.19112	0.0577115
ENST00000462082	837	665.245	0	0
ENST00000475483	734	562.245	430.475	33.0569
ENST00000495216	418	246.245	105.334	18.4689
ENST00000338963	7019	6847.24	2.25257e-07	1.42037e-09
ENST00000435532	5869	5697.24	0	0
ENST00000506154	6751	6579.24	1978.8	12.9857
ENST00000508342	7235	7063.24	3217.57	19.6681
ENST00000508871	5707	5535.24	18.6344	0.145351
ENST00000164305	2172	2000.24	38	0.820237
ENST00000539642	1668	1496.24	0	0
ENST00000566999	773	601.245	0	0
ENST00000261845	5345	5173.24	0	0
ENST00000261837	8906	8734.24	0	0
ENST00000358784	1735	1563.24	0	0
ENST00000396335	2678	2506.24	0	0
ENST00000560116	918	746.245	0	0
ENST00000336787	3446	3274.24	5990.41	78.9922
ENST00000396307	3459	3287.24	549.505	7.21737
ENST00000563262	702	530.245	0	0
ENST00000564609	1057	885.245	174.508	8.51119
ENST00000565972	809	637.245	0	0
ENST00000566877	663	491.245	0	0
ENST00000567380	701	529.245	0	0
ENST00000568803	432	260.245	0	0
ENST00000569493	1013	841.245	139.773	7.17367
ENST00000155674	1735	1563.24	1155	31.9003
ENST00000336737	1799	1627.24	0	0
ENST00000399852	1118	946.245	0	0
ENST00000263202	1814	1642.24	0	0
ENST00000399523	1007	835.245	0	0
ENST00000421968	670	498.245	0	0
ENST00000447868	596	424.245	0	0
ENST00000474226	293	121.245	0	0
ENST00000494054	588	416.245	0	0
ENST00000261349	10020	9848.24	0	0
ENST00000535731	562	390.245	0	0
ENST00000540527	593	421.245	0	0
ENST00000543091	4774	4602.24	331	3.10526
ENST00000261170	3844	3672.24	0	0
ENST00000176195	366	194.245	0	0
ENST00000264555	5523	5351.24	0	0
ENST00000413872	5224	5052.24	0	0
ENST00000416188	5227	5055.24	0	0
